state_range,action
[ 76.  21.  93.   1.   0.   0.   6.   0.   0. 171.],"0,0"
[113.  22.  93.   2.   2.   1.   6.   0.   0. 171.],"4,0"
[133.  23.  93.   3.   2.   2.   6.   0.   0. 171.],"0,0"
[143.   0.  93.   4.   2.   3.   6.   0.   0. 156.],"0,0"
[144.   1.   0.   0.   2.   4.   6.   0.   0. 156.],"0,0"
[112.   2.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[113.   3.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[114.   4.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[117.   5.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[121.   6.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[116.   7.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[118.   8.  66.   1.   0.   0.   6.   0.   0. 156.],"0,0"
[142.    9.   66.    2.    1.5   1.    6.    0.    0.  156. ],"3,0"
[133.   10.   66.    3.    1.5   2.    6.    0.    0.  156. ],"0,0"
[127.   11.   66.    4.    1.5   3.    6.    0.    0.  156. ],"0,0"
[124.   12.    0.    0.    1.5   4.    6.    0.    0.  156. ],"0,0"
[ 98.  13.  68.   1.   0.   0.   6.   0.   0. 156.],"0,0"
[125.   14.   68.    2.    1.5   1.    6.    0.    0.  156. ],"3,0"
[142.   15.   68.    3.    1.5   2.    6.    0.    0.  156. ],"0,0"
[143.   16.   68.    4.    1.5   3.    6.    0.    0.  156. ],"0,0"
[142.   17.    0.    0.    1.5   4.    6.    0.    0.  156. ],"0,0"
[109.  18.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[111.  19.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[107.  20.  54.   1.   0.   0.   6.   0.   0. 156.],"0,0"
[127.   21.   54.    2.    1.5   1.    6.    0.    0.  156. ],"3,0"
[124.   22.   54.    3.    1.5   2.    6.    0.    0.  156. ],"0,0"
[129.   23.   54.    4.    1.5   3.    6.    0.    0.  156. ],"0,0"
[127.    0.    0.    0.    1.5   4.    6.    0.    0.  171. ],"0,0"
[ 96.   1.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 97.   2.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 99.   3.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 97.   4.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 99.   5.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 97.   6.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 94.   7.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 94.   8.  60.   1.   0.   0.   6.   0.   0. 171.],"0,0"
[118.    9.   60.    2.    1.5   1.    6.    0.    0.  171. ],"3,0"
[ 92.   10.   60.    3.    1.5   2.    6.    0.    0.  171. ],"0,0"
[ 68.   11.   60.    4.    1.5   3.    6.    0.    0.  171. ],"0,0"
[ 90.   12.    0.    0.    1.5   4.    6.    0.    0.  171. ],"0,1"
[ 61.  13.  99.   1.   0.   0.   6.   0.   0. 171.],"0,0"
[ 97.  14.  99.   2.   0.   0.   6.   0.   0. 171.],"0,0"
[233.   15.   99.    3.    2.5   1.    6.    0.    0.  171. ],"5,0"
[177.  16.  99.   4.   3.   2.   6.   0.   0. 171.],"1,0"
[  9.   17.    0.    0.    3.5   3.    6.    0.    0.  171. ],"1,0"
[  0.   18.    0.    0.    3.5   4.    6.    0.    0.  171. ],"0,3"
[ 40.  19.   0.   0.   0.   0.   6.   0.   0. 171.],"0,3"
[107.  20.   0.   0.   0.   0.   6.   0.   0. 171.],"0,2"
[109.  21.  44.   1.   0.   0.   6.   0.   0. 171.],"0,0"
[126.  22.  44.   2.   1.   1.   6.   0.   0. 171.],"2,0"
[133.  23.  44.   3.   1.   2.   6.   0.   0. 171.],"0,0"
[131.   0.  44.   4.   1.   3.   6.   0.   0. 150.],"0,0"
[133.   1.   0.   0.   1.   4.   6.   0.   0. 150.],"0,0"
[111.   2.   0.   0.   0.   0.   6.   0.   0. 150.],"0,0"
[109.   3.   0.   0.   0.   0.   6.   0.   0. 150.],"0,0"
[114.   4.   0.   0.   0.   0.   6.   0.   0. 150.],"0,0"
[110.   5.   0.   0.   0.   0.   6.   0.   0. 150.],"0,0"
[109.   6.   0.   0.   0.   0.   6.   0.   0. 150.],"0,0"
[113.   7.   0.   0.   0.   0.   6.   0.   0. 150.],"0,0"
[115.   8.  66.   1.   0.   0.   6.   0.   0. 150.],"0,0"
[139.   9.  66.   2.   2.   1.   6.   0.   0. 150.],"4,0"
[ 95.  10.  66.   3.   2.   2.   6.   0.   0. 150.],"0,0"
[ 59.  11.  66.   4.   2.   3.   6.   0.   0. 150.],"0,0"
[ 80.  12.   0.   0.   2.   4.   6.   0.   0. 150.],"0,1"
[ 87.  13.  65.   1.   0.   0.   6.   0.   0. 150.],"0,1"
[109.   14.   65.    2.    1.5   1.    6.    0.    0.  150. ],"3,0"
[120.   15.   65.    3.    1.5   2.    6.    0.    0.  150. ],"0,0"
[127.   16.   65.    4.    1.5   3.    6.    0.    0.  150. ],"0,0"
[127.   17.    0.    0.    1.5   4.    6.    0.    0.  150. ],"0,0"
[ 98.  18.   0.   0.   0.   0.   6.   0.   0. 150.],"0,0"
[ 93.  19.   0.   0.   0.   0.   6.   0.   0. 150.],"0,0"
[ 97.  20.   0.   0.   0.   0.   6.   0.   0. 150.],"0,0"
[ 96.  21.  77.   1.   0.   0.   6.   0.   0. 150.],"0,0"
[128.  22.  77.   2.   2.   1.   6.   0.   0. 150.],"4,0"
[139.  23.  77.   3.   2.   2.   6.   0.   0. 150.],"0,0"
[137.   0.  77.   4.   2.   3.   6.   0.   0. 156.],"0,0"
[123.   1.   0.   0.   2.   4.   6.   0.   0. 156.],"0,0"
[ 93.   2.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[ 91.   3.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[ 89.   4.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[ 88.   5.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[ 88.   6.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[ 90.   7.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[ 93.   8.  65.   1.   0.   0.   6.   0.   0. 156.],"0,0"
[116.    9.   65.    2.    1.5   1.    6.    0.    0.  156. ],"3,0"
[102.   10.   65.    3.    1.5   2.    6.    0.    0.  156. ],"0,0"
[ 89.   11.   65.    4.    1.5   3.    6.    0.    0.  156. ],"0,0"
[ 88.   12.    0.    0.    1.5   4.    6.    0.    0.  156. ],"0,0"
[ 96.  13.  71.   1.   0.   0.   6.   0.   0. 156.],"0,1"
[125.  14.  71.   2.   2.   1.   6.   0.   0. 156.],"4,0"
[118.  15.  71.   3.   2.   2.   6.   0.   0. 156.],"0,0"
[ 94.  16.  71.   4.   2.   3.   6.   0.   0. 156.],"0,0"
[ 81.  17.   0.   0.   2.   4.   6.   0.   0. 156.],"0,0"
[ 83.  18.   0.   0.   0.   0.   6.   0.   0. 156.],"0,1"
[ 85.  19.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[ 88.  20.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[ 87.  21.  85.   1.   0.   0.   6.   0.   0. 156.],"0,0"
[122.  22.  85.   2.   2.   1.   6.   0.   0. 156.],"4,0"
[141.  23.  85.   3.   2.   2.   6.   0.   0. 156.],"0,0"
[146.   0.  85.   4.   2.   3.   6.   0.   0. 156.],"0,0"
[137.   1.   0.   0.   2.   4.   6.   0.   0. 156.],"0,0"
[105.   2.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[105.   3.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[101.   4.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[ 97.   5.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[100.   6.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[101.   7.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[101.   8.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[ 97.   9.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[100.  10.  46.   1.   0.   0.   6.   0.   0. 156.],"0,0"
[116.  11.  46.   2.   1.   1.   6.   0.   0. 156.],"2,0"
[123.  12.  46.   3.   1.   2.   6.   0.   0. 156.],"0,0"
[129.  13.  46.   4.   1.   3.   6.   0.   0. 156.],"0,0"
[139.  14.   0.   0.   1.   4.   6.   0.   0. 156.],"0,0"
[125.  15.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[126.  16.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[121.  17.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[118.  18.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[113.  19.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[116.  20.  45.   1.   0.   0.   6.   0.   0. 156.],"0,0"
[135.  21.  45.   2.   1.   1.   6.   0.   0. 156.],"2,0"
[145.  22.  45.   3.   1.   2.   6.   0.   0. 156.],"0,0"
[155.  23.  45.   4.   1.   3.   6.   0.   0. 156.],"0,0"
[163.   0.   0.   0.   1.   4.   6.   0.   0. 225.],"0,0"
[135.   1.   0.   0.   0.   0.   6.   0.   0. 225.],"0,0"
[132.   2.   0.   0.   0.   0.   6.   0.   0. 225.],"0,0"
[126.   3.   0.   0.   0.   0.   6.   0.   0. 225.],"0,0"
[121.   4.   0.   0.   0.   0.   6.   0.   0. 225.],"0,0"
[119.   5.   0.   0.   0.   0.   6.   0.   0. 225.],"0,0"
[113.   6.   0.   0.   0.   0.   6.   0.   0. 225.],"0,0"
[115.   7.   0.   0.   0.   0.   6.   0.   0. 225.],"0,0"
[114.   8.  77.   1.   0.   0.   6.   0.   0. 225.],"0,0"
[138.    9.   77.    2.    1.5   1.    6.    0.    0.  225. ],"3,0"
[ 92.   10.   77.    3.    1.5   2.    6.    0.    0.  225. ],"0,0"
[ 56.   11.   77.    4.    1.5   3.    6.    0.    0.  225. ],"0,0"
[ 81.   12.    0.    0.    1.5   4.    6.    0.    0.  225. ],"0,1"
[ 86.  13.   0.   0.   0.   0.   6.   0.   0. 225.],"0,1"
[ 82.  14.  66.   1.   0.   0.   6.   0.   0. 225.],"0,0"
[103.  15.  66.   2.   1.   1.   6.   0.   0. 225.],"2,0"
[101.  16.  66.   3.   1.   2.   6.   0.   0. 225.],"0,0"
[ 98.  17.  66.   4.   1.   3.   6.   0.   0. 225.],"0,0"
[ 94.  18.   0.   0.   1.   4.   6.   0.   0. 225.],"0,0"
[ 65.  19.   0.   0.   0.   0.   6.   0.   0. 225.],"0,0"
[100.  20.   0.   0.   0.   0.   6.   0.   0. 225.],"0,1"
[ 99.  21.  44.   1.   0.   0.   6.   0.   0. 225.],"0,0"
[116.  22.  44.   2.   1.   1.   6.   0.   0. 225.],"2,0"
[108.  23.  44.   3.   1.   2.   6.   0.   0. 225.],"0,0"
[ 92.   0.  44.   4.   1.   3.   6.   0.   0. 189.],"0,0"
[ 84.   1.   0.   0.   1.   4.   6.   0.   0. 189.],"0,0"
[101.   2.   0.   0.   0.   0.   6.   0.   0. 189.],"0,1"
[100.   3.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[104.   4.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[106.   5.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[102.   6.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[100.   7.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[ 98.   8.  71.   1.   0.   0.   6.   0.   0. 189.],"0,0"
[123.    9.   71.    2.    1.5   1.    6.    0.    0.  189. ],"3,0"
[ 98.   10.   71.    3.    1.5   2.    6.    0.    0.  189. ],"0,0"
[ 73.   11.   71.    4.    1.5   3.    6.    0.    0.  189. ],"0,0"
[ 69.   12.    0.    0.    1.5   4.    6.    0.    0.  189. ],"0,0"
[ 72.  13.  75.   1.   0.   0.   6.   0.   0. 189.],"0,1"
[106.   14.   75.    2.    1.5   1.    6.    0.    0.  189. ],"3,0"
[112.   15.   75.    3.    1.5   2.    6.    0.    0.  189. ],"0,0"
[108.   16.   75.    4.    1.5   3.    6.    0.    0.  189. ],"0,0"
[103.   17.    0.    0.    1.5   4.    6.    0.    0.  189. ],"0,0"
[ 67.  18.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[104.  19.   0.   0.   0.   0.   6.   0.   0. 189.],"0,1"
[105.  20.  66.   1.   0.   0.   6.   0.   0. 189.],"0,0"
[133.   21.   66.    2.    1.5   1.    6.    0.    0.  189. ],"3,0"
[133.   22.   66.    3.    1.5   2.    6.    0.    0.  189. ],"0,0"
[134.   23.   66.    4.    1.5   3.    6.    0.    0.  189. ],"0,0"
[125.    0.    0.    0.    1.5   4.    6.    0.    0.  171. ],"0,0"
[ 94.   1.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 93.   2.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 89.   3.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 85.   4.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 86.   5.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 90.   6.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 90.   7.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 90.   8.  70.   1.   0.   0.   6.   0.   0. 171.],"0,0"
[120.    9.   70.    2.    1.5   1.    6.    0.    0.  171. ],"3,0"
[103.   10.   70.    3.    1.5   2.    6.    0.    0.  171. ],"0,0"
[ 87.   11.   70.    4.    1.5   3.    6.    0.    0.  171. ],"0,0"
[ 89.   12.    0.    0.    1.5   4.    6.    0.    0.  171. ],"0,0"
[ 99.  13.   0.   0.   0.   0.   6.   0.   0. 171.],"0,1"
[101.  14.  70.   1.   0.   0.   6.   0.   0. 171.],"0,0"
[133.   15.   70.    2.    1.5   1.    6.    0.    0.  171. ],"3,0"
[136.   16.   70.    3.    1.5   2.    6.    0.    0.  171. ],"0,0"
[131.   17.   70.    4.    1.5   3.    6.    0.    0.  171. ],"0,0"
[126.   18.    0.    0.    1.5   4.    6.    0.    0.  171. ],"0,0"
[ 95.  19.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 94.  20.  92.   1.   0.   0.   6.   0.   0. 171.],"0,0"
[135.  21.  92.   2.   2.   1.   6.   0.   0. 171.],"4,0"
[145.  22.  92.   3.   2.   2.   6.   0.   0. 171.],"0,0"
[168.  23.  92.   4.   2.   3.   6.   0.   0. 171.],"0,0"
[156.    0.    0.    0.    2.5   4.    6.    0.    0.  156. ],"1,0"
[111.   1.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[114.   2.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[114.   3.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[116.   4.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[118.   5.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[118.   6.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[113.   7.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[110.   8.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[109.   9.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[109.  10.  72.   1.   0.   0.   6.   0.   0. 156.],"0,0"
[133.  11.  72.   2.   2.   1.   6.   0.   0. 156.],"4,0"
[114.  12.  72.   3.   2.   2.   6.   0.   0. 156.],"0,0"
[101.  13.  72.   4.   2.   3.   6.   0.   0. 156.],"0,0"
[101.  14.   0.   0.   2.   4.   6.   0.   0. 156.],"0,0"
[ 74.  15.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[ 69.  16.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[ 99.  17.   0.   0.   0.   0.   6.   0.   0. 156.],"0,1"
[100.  18.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[100.  19.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[104.  20.  48.   1.   0.   0.   6.   0.   0. 156.],"0,0"
[127.  21.  48.   2.   1.   1.   6.   0.   0. 156.],"2,0"
[142.  22.  48.   3.   1.   2.   6.   0.   0. 156.],"0,0"
[160.  23.  48.   4.   1.   3.   6.   0.   0. 156.],"0,0"
[151.    0.    0.    0.    1.5   4.    6.    0.    0.  189. ],"1,0"
[118.   1.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[113.   2.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[112.   3.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[107.   4.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[110.   5.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[112.   6.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[115.   7.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[113.   8.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[110.   9.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[104.  10.  51.   1.   0.   0.   6.   0.   0. 189.],"0,0"
[124.  11.  51.   2.   1.   1.   6.   0.   0. 189.],"2,0"
[116.  12.  51.   3.   1.   2.   6.   0.   0. 189.],"0,0"
[118.  13.  51.   4.   1.   3.   6.   0.   0. 189.],"0,0"
[119.  14.   0.   0.   1.   4.   6.   0.   0. 189.],"0,0"
[102.  15.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[101.  16.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[103.  17.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[ 98.  18.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[ 95.  19.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[ 90.  20.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[ 87.  21.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[ 88.  22.  53.   1.   0.   0.   6.   0.   0. 189.],"0,0"
[106.  23.  53.   2.   1.   1.   6.   0.   0. 189.],"2,0"
[111.   0.  53.   3.   1.   2.   6.   0.   0. 225.],"0,0"
[ 91.   1.  53.   4.   1.   3.   6.   0.   0. 225.],"0,0"
[ 84.   2.   0.   0.   1.   4.   6.   0.   0. 225.],"0,0"
[ 97.   3.   0.   0.   0.   0.   6.   0.   0. 225.],"0,1"
[ 92.   4.   0.   0.   0.   0.   6.   0.   0. 225.],"0,0"
[ 87.   5.   0.   0.   0.   0.   6.   0.   0. 225.],"0,0"
[ 81.   6.   0.   0.   0.   0.   6.   0.   0. 225.],"0,0"
[ 74.   7.   0.   0.   0.   0.   6.   0.   0. 225.],"0,0"
[ 70.   8.  45.   1.   0.   0.   6.   0.   0. 225.],"0,0"
[ 81.   9.  45.   2.   1.   1.   6.   0.   0. 225.],"2,0"
[ 46.  10.  45.   3.   1.   2.   6.   0.   0. 225.],"0,0"
[ 84.  11.  45.   4.   1.   3.   6.   0.   0. 225.],"0,2"
[ 68.  12.   0.   0.   1.   4.   6.   0.   0. 225.],"0,0"
[ 84.  13.  88.   1.   0.   0.   6.   0.   0. 225.],"0,1"
[121.   14.   88.    2.    1.5   1.    6.    0.    0.  225. ],"3,0"
[127.   15.   88.    3.    1.5   2.    6.    0.    0.  225. ],"0,0"
[113.   16.   88.    4.    1.5   3.    6.    0.    0.  225. ],"0,0"
[ 99.   17.    0.    0.    1.5   4.    6.    0.    0.  225. ],"0,0"
[ 59.  18.   0.   0.   0.   0.   6.   0.   0. 225.],"0,0"
[ 87.  19.   0.   0.   0.   0.   6.   0.   0. 225.],"0,1"
[ 86.  20.   0.   0.   0.   0.   6.   0.   0. 225.],"0,0"
[ 82.  21.   0.   0.   0.   0.   6.   0.   0. 225.],"0,0"
[ 84.  22.  86.   1.   0.   0.   6.   0.   0. 225.],"0,0"
[116.   23.   86.    2.    1.5   1.    6.    0.    0.  225. ],"3,0"
[118.    0.   86.    3.    1.5   2.    6.    0.    0.  180. ],"0,0"
[119.    1.   86.    4.    1.5   3.    6.    0.    0.  180. ],"0,0"
[125.    2.    0.    0.    1.5   4.    6.    0.    0.  180. ],"0,0"
[101.   3.   0.   0.   0.   0.   6.   0.   0. 180.],"0,0"
[102.   4.   0.   0.   0.   0.   6.   0.   0. 180.],"0,0"
[105.   5.   0.   0.   0.   0.   6.   0.   0. 180.],"0,0"
[105.   6.   0.   0.   0.   0.   6.   0.   0. 180.],"0,0"
[104.   7.   0.   0.   0.   0.   6.   0.   0. 180.],"0,0"
[100.   8.  52.   1.   0.   0.   6.   0.   0. 180.],"0,0"
[118.   9.  52.   2.   1.   1.   6.   0.   0. 180.],"2,0"
[105.  10.  52.   3.   1.   2.   6.   0.   0. 180.],"0,0"
[101.  11.  52.   4.   1.   3.   6.   0.   0. 180.],"0,0"
[ 99.  12.   0.   0.   1.   4.   6.   0.   0. 180.],"0,0"
[ 76.  13.  84.   1.   0.   0.   6.   0.   0. 180.],"0,0"
[108.  14.  84.   2.   2.   1.   6.   0.   0. 180.],"4,0"
[ 96.  15.  84.   3.   2.   2.   6.   0.   0. 180.],"0,0"
[ 77.  16.  84.   4.   2.   3.   6.   0.   0. 180.],"0,0"
[ 64.  17.   0.   0.   2.   4.   6.   0.   0. 180.],"0,0"
[ 56.  18.   0.   0.   0.   0.   6.   0.   0. 180.],"0,1"
[ 92.  19.   0.   0.   0.   0.   6.   0.   0. 180.],"0,1"
[ 92.  20.   0.   0.   0.   0.   6.   0.   0. 180.],"0,0"
[ 91.  21.  65.   1.   0.   0.   6.   0.   0. 180.],"0,0"
[121.   22.   65.    2.    1.5   1.    6.    0.    0.  180. ],"3,0"
[131.   23.   65.    3.    1.5   2.    6.    0.    0.  180. ],"0,0"
[122.    0.   65.    4.    1.5   3.    6.    0.    0.  171. ],"0,0"
[108.    1.    0.    0.    1.5   4.    6.    0.    0.  171. ],"0,0"
[ 82.   2.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 79.   3.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 76.   4.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 80.   5.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 79.   6.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 75.   7.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 73.   8.  53.   1.   0.   0.   6.   0.   0. 171.],"0,0"
[ 91.   9.  53.   2.   1.   1.   6.   0.   0. 171.],"2,0"
[ 88.  10.  53.   3.   1.   2.   6.   0.   0. 171.],"0,0"
[ 90.  11.  53.   4.   1.   3.   6.   0.   0. 171.],"0,0"
[ 92.  12.   0.   0.   1.   4.   6.   0.   0. 171.],"0,0"
[ 79.  13.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 80.  14.  93.   1.   0.   0.   6.   0.   0. 171.],"0,0"
[119.  15.  93.   2.   2.   1.   6.   0.   0. 171.],"4,0"
[114.  16.  93.   3.   2.   2.   6.   0.   0. 171.],"0,0"
[103.  17.  93.   4.   2.   3.   6.   0.   0. 171.],"0,0"
[ 89.  18.   0.   0.   2.   4.   6.   0.   0. 171.],"0,0"
[ 87.  19.   0.   0.   0.   0.   6.   0.   0. 171.],"0,1"
[ 89.  20.  67.   1.   0.   0.   6.   0.   0. 171.],"0,0"
[113.   21.   67.    2.    1.5   1.    6.    0.    0.  171. ],"3,0"
[126.   22.   67.    3.    1.5   2.    6.    0.    0.  171. ],"0,0"
[141.   23.   67.    4.    1.5   3.    6.    0.    0.  171. ],"0,0"
[144.    0.    0.    0.    1.5   4.    6.    0.    0.  171. ],"0,0"
[115.   1.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[113.   2.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[112.   3.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[108.   4.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[108.   5.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[109.   6.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[108.   7.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[111.   8.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[104.   9.  45.   1.   0.   0.   6.   0.   0. 171.],"0,0"
[117.  10.  45.   2.   1.   1.   6.   0.   0. 171.],"2,0"
[102.  11.  45.   3.   1.   2.   6.   0.   0. 171.],"0,0"
[100.  12.  45.   4.   1.   3.   6.   0.   0. 171.],"0,0"
[ 98.  13.   0.   0.   1.   4.   6.   0.   0. 171.],"0,0"
[ 77.  14.  93.   1.   0.   0.   6.   0.   0. 171.],"0,0"
[118.  15.  93.   2.   2.   1.   6.   0.   0. 171.],"4,0"
[119.  16.  93.   3.   2.   2.   6.   0.   0. 171.],"0,0"
[115.  17.  93.   4.   2.   3.   6.   0.   0. 171.],"0,0"
[105.  18.   0.   0.   2.   4.   6.   0.   0. 171.],"0,0"
[ 67.  19.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[103.  20.   0.   0.   0.   0.   6.   0.   0. 171.],"0,1"
[ 99.  21.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 95.  22.  97.   1.   0.   0.   6.   0.   0. 171.],"0,0"
[134.   23.   97.    2.    2.5   1.    6.    0.    0.  171. ],"5,0"
[122.    0.   97.    3.    2.5   2.    6.    0.    0.  156. ],"0,0"
[ 91.    1.   97.    4.    2.5   3.    6.    0.    0.  156. ],"0,0"
[ 86.    2.    0.    0.    2.5   4.    6.    0.    0.  156. ],"0,0"
[ 83.   3.   0.   0.   0.   0.   6.   0.   0. 156.],"0,1"
[ 87.   4.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[ 84.   5.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[ 81.   6.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[ 77.   7.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[ 80.   8.  61.   1.   0.   0.   6.   0.   0. 156.],"0,0"
[104.    9.   61.    2.    1.5   1.    6.    0.    0.  156. ],"3,0"
[ 86.   10.   61.    3.    1.5   2.    6.    0.    0.  156. ],"0,0"
[ 70.   11.   61.    4.    1.5   3.    6.    0.    0.  156. ],"0,0"
[ 65.   12.    0.    0.    1.5   4.    6.    0.    0.  156. ],"0,0"
[ 82.  13.  74.   1.   0.   0.   6.   0.   0. 156.],"0,1"
[107.  14.  74.   2.   2.   1.   6.   0.   0. 156.],"4,0"
[101.  15.  74.   3.   2.   2.   6.   0.   0. 156.],"0,0"
[ 88.  16.  74.   4.   2.   3.   6.   0.   0. 156.],"0,0"
[ 73.  17.   0.   0.   2.   4.   6.   0.   0. 156.],"0,0"
[ 75.  18.   0.   0.   0.   0.   6.   0.   0. 156.],"0,1"
[ 69.  19.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[104.  20.  62.   1.   0.   0.   6.   0.   0. 156.],"0,1"
[133.   21.   62.    2.    1.5   1.    6.    0.    0.  156. ],"3,0"
[142.   22.   62.    3.    1.5   2.    6.    0.    0.  156. ],"0,0"
[154.   23.   62.    4.    1.5   3.    6.    0.    0.  156. ],"0,0"
[161.    0.    0.    0.    1.5   4.    6.    0.    0.  163. ],"0,0"
[124.   1.   0.   0.   0.   0.   6.   0.   0. 163.],"1,0"
