state_range,action
[ 86.   5.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[ 86.   6.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[ 83.   7.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[ 80.   8.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[ 80.   9.  71.   1.   0.   0.   6.   0.   0. 189.],"0,0"
[102.   10.   71.    2.    1.5   1.    6.    0.    0.  189. ],"3,0"
[ 78.   11.   71.    3.    1.5   2.    6.    0.    0.  189. ],"0,0"
[ 62.   12.   71.    4.    1.5   3.    6.    0.    0.  189. ],"0,0"
[100.   13.    0.    0.    1.5   4.    6.    0.    0.  189. ],"0,1"
[ 70.  14.  79.   1.   0.   0.   6.   0.   0. 189.],"0,0"
[105.   15.   79.    2.    1.5   1.    6.    0.    0.  189. ],"3,0"
[108.   16.   79.    3.    1.5   2.    6.    0.    0.  189. ],"0,0"
[ 99.   17.   79.    4.    1.5   3.    6.    0.    0.  189. ],"0,0"
[ 94.   18.    0.    0.    1.5   4.    6.    0.    0.  189. ],"0,0"
[ 64.  19.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[ 95.  20.  66.   1.   0.   0.   6.   0.   0. 189.],"0,1"
[120.   21.   66.    2.    1.5   1.    6.    0.    0.  189. ],"3,0"
[118.   22.   66.    3.    1.5   2.    6.    0.    0.  189. ],"0,0"
[118.   23.   66.    4.    1.5   3.    6.    0.    0.  189. ],"0,0"
[111.    0.    0.    0.    1.5   4.    6.    0.    0.  171. ],"0,0"
[ 74.   1.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 76.   2.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 76.   3.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 75.   4.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 75.   5.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 77.   6.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 81.   7.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 84.   8.  49.   1.   0.   0.   6.   0.   0. 171.],"0,0"
[103.   9.  49.   2.   1.   1.   6.   0.   0. 171.],"2,0"
[ 95.  10.  49.   3.   1.   2.   6.   0.   0. 171.],"0,0"
[ 93.  11.  49.   4.   1.   3.   6.   0.   0. 171.],"0,0"
[ 95.  12.   0.   0.   1.   4.   6.   0.   0. 171.],"0,0"
[ 81.  13.  76.   1.   0.   0.   6.   0.   0. 171.],"0,0"
[114.  14.  76.   2.   2.   1.   6.   0.   0. 171.],"4,0"
[100.  15.  76.   3.   2.   2.   6.   0.   0. 171.],"0,0"
[ 72.  16.  76.   4.   2.   3.   6.   0.   0. 171.],"0,0"
[ 57.  17.   0.   0.   2.   4.   6.   0.   0. 171.],"0,0"
[ 51.  18.   0.   0.   0.   0.   6.   0.   0. 171.],"0,1"
[119.  19.   0.   0.   0.   0.   6.   0.   0. 171.],"0,2"
[119.  20.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[119.  21.  67.   1.   0.   0.   6.   0.   0. 171.],"0,0"
[148.   22.   67.    2.    1.5   1.    6.    0.    0.  171. ],"3,0"
[163.   23.   67.    3.    1.5   2.    6.    0.    0.  171. ],"0,0"
[140.   0.  67.   4.   2.   3.   6.   0.   0. 163.],"1,0"
[111.   1.   0.   0.   2.   4.   6.   0.   0. 163.],"0,0"
[ 72.   2.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[ 71.   3.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[ 71.   4.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[ 74.   5.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[ 72.   6.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[ 73.   7.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[ 71.   8.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[ 74.   9.  57.   1.   0.   0.   6.   0.   0. 163.],"0,0"
[ 94.   10.   57.    2.    1.5   1.    6.    0.    0.  163. ],"3,0"
[ 67.   11.   57.    3.    1.5   2.    6.    0.    0.  163. ],"0,0"
[ 56.   12.   57.    4.    1.5   3.    6.    0.    0.  163. ],"0,0"
[ 87.   13.    0.    0.    1.5   4.    6.    0.    0.  163. ],"0,1"
[103.  14.  60.   1.   0.   0.   6.   0.   0. 163.],"0,1"
[129.   15.   60.    2.    1.5   1.    6.    0.    0.  163. ],"3,0"
[115.   16.   60.    3.    1.5   2.    6.    0.    0.  163. ],"0,0"
[101.   17.   60.    4.    1.5   3.    6.    0.    0.  163. ],"0,0"
[ 88.   18.    0.    0.    1.5   4.    6.    0.    0.  163. ],"0,0"
[ 92.  19.   0.   0.   0.   0.   6.   0.   0. 163.],"0,1"
[ 91.  20.  89.   1.   0.   0.   6.   0.   0. 163.],"0,0"
[131.  21.  89.   2.   2.   1.   6.   0.   0. 163.],"4,0"
[143.  22.  89.   3.   2.   2.   6.   0.   0. 163.],"0,0"
[160.  23.  89.   4.   2.   3.   6.   0.   0. 163.],"0,0"
[154.    0.    0.    0.    2.5   4.    6.    0.    0.  156. ],"1,0"
[107.   1.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[106.   2.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[106.   3.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[103.   4.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[100.   5.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[103.   6.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[100.   7.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[ 95.   8.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[ 97.   9.  51.   1.   0.   0.   6.   0.   0. 156.],"0,0"
[121.   10.   51.    2.    1.5   1.    6.    0.    0.  156. ],"3,0"
[ 91.   11.   51.    3.    1.5   2.    6.    0.    0.  156. ],"0,0"
[ 75.   12.   51.    4.    1.5   3.    6.    0.    0.  156. ],"0,0"
[ 67.   13.    0.    0.    1.5   4.    6.    0.    0.  156. ],"0,0"
[ 83.  14.  68.   1.   0.   0.   6.   0.   0. 156.],"0,1"
[114.   15.   68.    2.    1.5   1.    6.    0.    0.  156. ],"3,0"
[120.   16.   68.    3.    1.5   2.    6.    0.    0.  156. ],"0,0"
[117.   17.   68.    4.    1.5   3.    6.    0.    0.  156. ],"0,0"
[112.   18.    0.    0.    1.5   4.    6.    0.    0.  156. ],"0,0"
[ 81.  19.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[ 76.  20.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[ 75.  21.  46.   1.   0.   0.   6.   0.   0. 156.],"0,0"
[ 97.  22.  46.   2.   1.   1.   6.   0.   0. 156.],"2,0"
[112.  23.  46.   3.   1.   2.   6.   0.   0. 156.],"0,0"
[126.   0.  46.   4.   1.   3.   6.   0.   0. 180.],"0,0"
[114.   1.   0.   0.   1.   4.   6.   0.   0. 180.],"0,0"
[ 98.   2.   0.   0.   0.   0.   6.   0.   0. 180.],"0,0"
[ 96.   3.   0.   0.   0.   0.   6.   0.   0. 180.],"0,0"
[ 99.   4.   0.   0.   0.   0.   6.   0.   0. 180.],"0,0"
[ 96.   5.   0.   0.   0.   0.   6.   0.   0. 180.],"0,0"
[ 92.   6.   0.   0.   0.   0.   6.   0.   0. 180.],"0,0"
[ 96.   7.   0.   0.   0.   0.   6.   0.   0. 180.],"0,0"
[ 95.   8.   0.   0.   0.   0.   6.   0.   0. 180.],"0,0"
[ 96.   9.   0.   0.   0.   0.   6.   0.   0. 180.],"0,0"
[ 91.  10.   0.   0.   0.   0.   6.   0.   0. 180.],"0,0"
[ 87.  11.   0.   0.   0.   0.   6.   0.   0. 180.],"0,0"
[ 81.  12.  89.   1.   0.   0.   6.   0.   0. 180.],"0,0"
[116.  13.  89.   2.   2.   1.   6.   0.   0. 180.],"4,0"
[125.  14.  89.   3.   2.   2.   6.   0.   0. 180.],"0,0"
[127.  15.  89.   4.   2.   3.   6.   0.   0. 180.],"0,0"
[120.  16.   0.   0.   2.   4.   6.   0.   0. 180.],"0,0"
[ 78.  17.   0.   0.   0.   0.   6.   0.   0. 180.],"0,0"
[ 78.  18.   0.   0.   0.   0.   6.   0.   0. 180.],"0,0"
[ 77.  19.   0.   0.   0.   0.   6.   0.   0. 180.],"0,0"
[ 76.  20.  64.   1.   0.   0.   6.   0.   0. 180.],"0,0"
[ 99.   21.   64.    2.    1.5   1.    6.    0.    0.  180. ],"3,0"
[ 96.   22.   64.    3.    1.5   2.    6.    0.    0.  180. ],"0,0"
[102.   23.   64.    4.    1.5   3.    6.    0.    0.  180. ],"0,0"
[ 94.    0.    0.    0.    1.5   4.    6.    0.    0.  189. ],"0,0"
[ 62.   1.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[ 92.   2.   0.   0.   0.   0.   6.   0.   0. 189.],"0,1"
[ 96.   3.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[ 95.   4.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[ 94.   5.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[ 96.   6.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[ 90.   7.   0.   0.   0.   0.   6.   0.   0. 189.],"0,0"
[ 90.   8.  70.   1.   0.   0.   6.   0.   0. 189.],"0,0"
[114.    9.   70.    2.    1.5   1.    6.    0.    0.  189. ],"3,0"
[ 86.   10.   70.    3.    1.5   2.    6.    0.    0.  189. ],"0,0"
[ 60.   11.   70.    4.    1.5   3.    6.    0.    0.  189. ],"0,0"
[ 86.   12.    0.    0.    1.5   4.    6.    0.    0.  189. ],"0,1"
[ 93.  13.   0.   0.   0.   0.   6.   0.   0. 189.],"0,1"
[ 89.  14.  85.   1.   0.   0.   6.   0.   0. 189.],"0,0"
[126.  15.  85.   2.   2.   1.   6.   0.   0. 189.],"4,0"
[100.  16.  85.   3.   2.   2.   6.   0.   0. 189.],"0,0"
[ 63.  17.  85.   4.   2.   3.   6.   0.   0. 189.],"0,0"
[ 72.  18.   0.   0.   2.   4.   6.   0.   0. 189.],"0,1"
[ 62.  19.   0.   0.   0.   0.   6.   0.   0. 189.],"0,1"
[100.  20.  94.   1.   0.   0.   6.   0.   0. 189.],"0,1"
[133.  21.  94.   2.   2.   1.   6.   0.   0. 189.],"4,0"
[141.  22.  94.   3.   2.   2.   6.   0.   0. 189.],"0,0"
[148.  23.  94.   4.   2.   3.   6.   0.   0. 189.],"0,0"
[142.   0.   0.   0.   2.   4.   6.   0.   0. 156.],"0,0"
[107.   1.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[104.   2.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[105.   3.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[102.   4.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[104.   5.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[109.   6.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[114.   7.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[115.   8.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[115.   9.  54.   1.   0.   0.   6.   0.   0. 156.],"0,0"
[139.   10.   54.    2.    1.5   1.    6.    0.    0.  156. ],"3,0"
[118.   11.   54.    3.    1.5   2.    6.    0.    0.  156. ],"0,0"
[ 98.   12.   54.    4.    1.5   3.    6.    0.    0.  156. ],"0,0"
[ 90.   13.    0.    0.    1.5   4.    6.    0.    0.  156. ],"0,0"
[ 71.  14.  73.   1.   0.   0.   6.   0.   0. 156.],"0,0"
[102.  15.  73.   2.   2.   1.   6.   0.   0. 156.],"4,0"
[ 80.  16.  73.   3.   2.   2.   6.   0.   0. 156.],"0,0"
[ 60.  17.  73.   4.   2.   3.   6.   0.   0. 156.],"0,0"
[ 74.  18.   0.   0.   2.   4.   6.   0.   0. 156.],"0,1"
[ 69.  19.   0.   0.   0.   0.   6.   0.   0. 156.],"0,1"
[100.  20.  97.   1.   0.   0.   6.   0.   0. 156.],"0,1"
[136.   21.   97.    2.    2.5   1.    6.    0.    0.  156. ],"5,0"
[142.   22.   97.    3.    2.5   2.    6.    0.    0.  156. ],"0,0"
[154.   23.   97.    4.    2.5   3.    6.    0.    0.  156. ],"0,0"
[153.    0.    0.    0.    2.5   4.    6.    0.    0.  150. ],"0,0"
[110.   1.   0.   0.   0.   0.   6.   0.   0. 150.],"0,0"
[109.   2.   0.   0.   0.   0.   6.   0.   0. 150.],"0,0"
[105.   3.   0.   0.   0.   0.   6.   0.   0. 150.],"0,0"
[101.   4.   0.   0.   0.   0.   6.   0.   0. 150.],"0,0"
[102.   5.   0.   0.   0.   0.   6.   0.   0. 150.],"0,0"
[ 99.   6.   0.   0.   0.   0.   6.   0.   0. 150.],"0,0"
[ 96.   7.   0.   0.   0.   0.   6.   0.   0. 150.],"0,0"
[ 98.   8.  57.   1.   0.   0.   6.   0.   0. 150.],"0,0"
[124.    9.   57.    2.    1.5   1.    6.    0.    0.  150. ],"3,0"
[102.   10.   57.    3.    1.5   2.    6.    0.    0.  150. ],"0,0"
[ 88.   11.   57.    4.    1.5   3.    6.    0.    0.  150. ],"0,0"
[ 88.   12.    0.    0.    1.5   4.    6.    0.    0.  150. ],"0,0"
[106.  13.   0.   0.   0.   0.   6.   0.   0. 150.],"0,1"
[109.  14.  60.   1.   0.   0.   6.   0.   0. 150.],"0,0"
[131.   15.   60.    2.    1.5   1.    6.    0.    0.  150. ],"3,0"
[130.   16.   60.    3.    1.5   2.    6.    0.    0.  150. ],"0,0"
[127.   17.   60.    4.    1.5   3.    6.    0.    0.  150. ],"0,0"
[121.   18.    0.    0.    1.5   4.    6.    0.    0.  150. ],"0,0"
[ 97.  19.   0.   0.   0.   0.   6.   0.   0. 150.],"0,0"
[ 96.  20.   0.   0.   0.   0.   6.   0.   0. 150.],"0,0"
[100.  21.  75.   1.   0.   0.   6.   0.   0. 150.],"0,0"
[129.  22.  75.   2.   2.   1.   6.   0.   0. 150.],"4,0"
[137.  23.  75.   3.   2.   2.   6.   0.   0. 150.],"0,0"
[135.   0.  75.   4.   2.   3.   6.   0.   0. 163.],"0,0"
[119.   1.   0.   0.   2.   4.   6.   0.   0. 163.],"0,0"
[ 82.   2.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[ 81.   3.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[ 84.   4.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[ 83.   5.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[ 86.   6.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[ 90.   7.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[ 92.   8.  63.   1.   0.   0.   6.   0.   0. 163.],"0,0"
[116.    9.   63.    2.    1.5   1.    6.    0.    0.  163. ],"3,0"
[ 99.   10.   63.    3.    1.5   2.    6.    0.    0.  163. ],"0,0"
[ 85.   11.   63.    4.    1.5   3.    6.    0.    0.  163. ],"0,0"
[ 79.   12.    0.    0.    1.5   4.    6.    0.    0.  163. ],"0,0"
[ 94.  13.  90.   1.   0.   0.   6.   0.   0. 163.],"0,1"
[131.  14.  90.   2.   2.   1.   6.   0.   0. 163.],"4,0"
[139.  15.  90.   3.   2.   2.   6.   0.   0. 163.],"0,0"
[136.  16.  90.   4.   2.   3.   6.   0.   0. 163.],"0,0"
[127.  17.   0.   0.   2.   4.   6.   0.   0. 163.],"0,0"
[ 82.  18.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[ 83.  19.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[ 86.  20.  66.   1.   0.   0.   6.   0.   0. 163.],"0,0"
[117.   21.   66.    2.    1.5   1.    6.    0.    0.  163. ],"3,0"
[124.   22.   66.    3.    1.5   2.    6.    0.    0.  163. ],"0,0"
[143.   23.   66.    4.    1.5   3.    6.    0.    0.  163. ],"0,0"
[148.    0.    0.    0.    1.5   4.    6.    0.    0.  163. ],"0,0"
[120.   1.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[120.   2.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[117.   3.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[119.   4.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[115.   5.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[118.   6.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[117.   7.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[117.   8.  54.   1.   0.   0.   6.   0.   0. 163.],"0,0"
[135.    9.   54.    2.    1.5   1.    6.    0.    0.  163. ],"3,0"
[ 98.   10.   54.    3.    1.5   2.    6.    0.    0.  163. ],"0,0"
[ 72.   11.   54.    4.    1.5   3.    6.    0.    0.  163. ],"0,0"
[ 61.   12.    0.    0.    1.5   4.    6.    0.    0.  163. ],"0,0"
[ 75.  13.   0.   0.   0.   0.   6.   0.   0. 163.],"0,1"
[ 79.  14.  76.   1.   0.   0.   6.   0.   0. 163.],"0,0"
[105.  15.  76.   2.   2.   1.   6.   0.   0. 163.],"4,0"
[ 87.  16.  76.   3.   2.   2.   6.   0.   0. 163.],"0,0"
[ 66.  17.  76.   4.   2.   3.   6.   0.   0. 163.],"0,0"
[ 84.  18.   0.   0.   2.   4.   6.   0.   0. 163.],"0,1"
[ 86.  19.   0.   0.   0.   0.   6.   0.   0. 163.],"0,1"
[ 88.  20.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[ 88.  21.  52.   1.   0.   0.   6.   0.   0. 163.],"0,0"
[104.   22.   52.    2.    1.5   1.    6.    0.    0.  163. ],"3,0"
[ 95.   23.   52.    3.    1.5   2.    6.    0.    0.  163. ],"0,0"
[ 81.    0.   52.    4.    1.5   3.    6.    0.    0.  163. ],"0,0"
[ 65.    1.    0.    0.    1.5   4.    6.    0.    0.  163. ],"0,0"
[ 70.   2.   0.   0.   0.   0.   6.   0.   0. 163.],"0,1"
[ 73.   3.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[ 76.   4.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[ 81.   5.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[ 78.   6.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[ 74.   7.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[ 70.   8.  53.   1.   0.   0.   6.   0.   0. 163.],"0,0"
[ 89.    9.   53.    2.    1.5   1.    6.    0.    0.  163. ],"3,0"
[ 51.   10.   53.    3.    1.5   2.    6.    0.    0.  163. ],"0,0"
[ 94.   11.   53.    4.    1.5   3.    6.    0.    0.  163. ],"0,2"
[ 77.   12.    0.    0.    1.5   4.    6.    0.    0.  163. ],"0,0"
[ 90.  13.   0.   0.   0.   0.   6.   0.   0. 163.],"0,1"
[ 94.  14.  88.   1.   0.   0.   6.   0.   0. 163.],"0,0"
[130.  15.  88.   2.   2.   1.   6.   0.   0. 163.],"4,0"
[125.  16.  88.   3.   2.   2.   6.   0.   0. 163.],"0,0"
[116.  17.  88.   4.   2.   3.   6.   0.   0. 163.],"0,0"
[105.  18.   0.   0.   2.   4.   6.   0.   0. 163.],"0,0"
[ 62.  19.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[ 95.  20.  80.   1.   0.   0.   6.   0.   0. 163.],"0,1"
[130.  21.  80.   2.   2.   1.   6.   0.   0. 163.],"4,0"
[130.  22.  80.   3.   2.   2.   6.   0.   0. 163.],"0,0"
[143.  23.  80.   4.   2.   3.   6.   0.   0. 163.],"0,0"
[140.   0.   0.   0.   2.   4.   6.   0.   0. 156.],"0,0"
[101.   1.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[105.   2.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[108.   3.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[105.   4.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[109.   5.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[109.   6.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[113.   7.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[114.   8.  61.   1.   0.   0.   6.   0.   0. 156.],"0,0"
[141.    9.   61.    2.    1.5   1.    6.    0.    0.  156. ],"3,0"
[127.   10.   61.    3.    1.5   2.    6.    0.    0.  156. ],"0,0"
[115.   11.   61.    4.    1.5   3.    6.    0.    0.  156. ],"0,0"
[112.   12.    0.    0.    1.5   4.    6.    0.    0.  156. ],"0,0"
[ 91.  13.  75.   1.   0.   0.   6.   0.   0. 156.],"0,0"
[121.  14.  75.   2.   2.   1.   6.   0.   0. 156.],"4,0"
[121.  15.  75.   3.   2.   2.   6.   0.   0. 156.],"0,0"
[106.  16.  75.   4.   2.   3.   6.   0.   0. 156.],"0,0"
[ 93.  17.   0.   0.   2.   4.   6.   0.   0. 156.],"0,0"
[ 56.  18.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[ 91.  19.   0.   0.   0.   0.   6.   0.   0. 156.],"0,1"
[ 90.  20.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[ 93.  21.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[ 97.  22.  42.   1.   0.   0.   6.   0.   0. 156.],"0,0"
[113.  23.  42.   2.   1.   1.   6.   0.   0. 156.],"2,0"
[113.   0.  42.   3.   1.   2.   6.   0.   0. 171.],"0,0"
[ 98.   1.  42.   4.   1.   3.   6.   0.   0. 171.],"0,0"
[ 91.   2.   0.   0.   1.   4.   6.   0.   0. 171.],"0,0"
[ 75.   3.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 78.   4.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 83.   5.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 84.   6.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 87.   7.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 87.   8.  73.   1.   0.   0.   6.   0.   0. 171.],"0,0"
[117.    9.   73.    2.    1.5   1.    6.    0.    0.  171. ],"3,0"
[105.   10.   73.    3.    1.5   2.    6.    0.    0.  171. ],"0,0"
[ 96.   11.   73.    4.    1.5   3.    6.    0.    0.  171. ],"0,0"
[ 99.   12.    0.    0.    1.5   4.    6.    0.    0.  171. ],"0,0"
[ 76.  13.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 75.  14.  80.   1.   0.   0.   6.   0.   0. 171.],"0,0"
[109.  15.  80.   2.   2.   1.   6.   0.   0. 171.],"4,0"
[ 85.  16.  80.   3.   2.   2.   6.   0.   0. 171.],"0,0"
[ 59.  17.  80.   4.   2.   3.   6.   0.   0. 171.],"0,0"
[ 77.  18.   0.   0.   2.   4.   6.   0.   0. 171.],"0,1"
[ 72.  19.   0.   0.   0.   0.   6.   0.   0. 171.],"0,1"
[ 76.  20.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 79.  21.   0.   0.   0.   0.   6.   0.   0. 171.],"0,0"
[ 79.  22.  86.   1.   0.   0.   6.   0.   0. 171.],"0,0"
[109.  23.  86.   2.   2.   1.   6.   0.   0. 171.],"4,0"
[105.   0.  86.   3.   2.   2.   6.   0.   0. 156.],"0,0"
[ 93.   1.  86.   4.   2.   3.   6.   0.   0. 156.],"0,0"
[ 97.   2.   0.   0.   2.   4.   6.   0.   0. 156.],"0,0"
[ 63.   3.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[ 99.   4.   0.   0.   0.   0.   6.   0.   0. 156.],"0,1"
[ 95.   5.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[ 94.   6.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[ 97.   7.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[ 96.   8.  46.   1.   0.   0.   6.   0.   0. 156.],"0,0"
[117.   9.  46.   2.   1.   1.   6.   0.   0. 156.],"2,0"
[107.  10.  46.   3.   1.   2.   6.   0.   0. 156.],"0,0"
[102.  11.  46.   4.   1.   3.   6.   0.   0. 156.],"0,0"
[100.  12.   0.   0.   1.   4.   6.   0.   0. 156.],"0,0"
[ 85.  13.  97.   1.   0.   0.   6.   0.   0. 156.],"0,0"
[128.   14.   97.    2.    2.5   1.    6.    0.    0.  156. ],"5,0"
[127.   15.   97.    3.    2.5   2.    6.    0.    0.  156. ],"0,0"
[107.   16.   97.    4.    2.5   3.    6.    0.    0.  156. ],"0,0"
[ 89.   17.    0.    0.    2.5   4.    6.    0.    0.  156. ],"0,0"
[ 75.  18.   0.   0.   0.   0.   6.   0.   0. 156.],"0,1"
[ 78.  19.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[ 77.  20.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[ 81.  21.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[ 82.  22.  58.   1.   0.   0.   6.   0.   0. 156.],"0,0"
[103.   23.   58.    2.    1.5   1.    6.    0.    0.  156. ],"3,0"
[ 97.    0.   58.    3.    1.5   2.    6.    0.    0.  163. ],"0,0"
[ 71.    1.   58.    4.    1.5   3.    6.    0.    0.  163. ],"0,0"
[ 67.    2.    0.    0.    1.5   4.    6.    0.    0.  163. ],"0,0"
[ 82.   3.   0.   0.   0.   0.   6.   0.   0. 163.],"0,1"
[ 81.   4.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[ 81.   5.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[ 79.   6.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[ 78.   7.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[ 81.   8.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[ 84.   9.  67.   1.   0.   0.   6.   0.   0. 163.],"0,0"
[106.   10.   67.    2.    1.5   1.    6.    0.    0.  163. ],"3,0"
[ 95.   11.   67.    3.    1.5   2.    6.    0.    0.  163. ],"0,0"
[ 98.   12.   67.    4.    1.5   3.    6.    0.    0.  163. ],"0,0"
[107.   13.    0.    0.    1.5   4.    6.    0.    0.  163. ],"0,0"
[ 87.  14.  91.   1.   0.   0.   6.   0.   0. 163.],"0,0"
[124.  15.  91.   2.   2.   1.   6.   0.   0. 163.],"4,0"
[127.  16.  91.   3.   2.   2.   6.   0.   0. 163.],"0,0"
[120.  17.  91.   4.   2.   3.   6.   0.   0. 163.],"0,0"
[108.  18.   0.   0.   2.   4.   6.   0.   0. 163.],"0,0"
[ 65.  19.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[105.  20.   0.   0.   0.   0.   6.   0.   0. 163.],"0,1"
[104.  21.   0.   0.   0.   0.   6.   0.   0. 163.],"0,0"
[ 99.  22.  90.   1.   0.   0.   6.   0.   0. 163.],"0,0"
[132.  23.  90.   2.   2.   1.   6.   0.   0. 163.],"4,0"
[140.   0.  90.   3.   2.   2.   6.   0.   0. 156.],"0,0"
[130.   1.  90.   4.   2.   3.   6.   0.   0. 156.],"0,0"
[134.   2.   0.   0.   2.   4.   6.   0.   0. 156.],"0,0"
[106.   3.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[111.   4.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[113.   5.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
[115.   6.   0.   0.   0.   0.   6.   0.   0. 156.],"0,0"
